epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,153.765,2.26439,4.2036,1.64375,0.00187,0.16101,0.08958,0.04505,1.79853,4.45236,1.44528,0.00020006,0.00020006,0.00020006
2,312.552,1.51175,3.0933,1.19389,0.00444,0.45329,0.17798,0.087,1.61315,3.91365,1.15781,0.000397999,0.000397999,0.000397999
